,,0
40733004.0,vaccines,207
73211009.0,insulin,908
3723001.0,aspirin,10
6471006.0,aspirin,22
13746004.0,aspirin,2
396275006.0,aspirin,2
22298006.0,aspirin,32
29384001.0,aspirin,2
35489007.0,aspirin,1
40733004.0,aspirin,14
49601007.0,aspirin,32
52448006.0,aspirin,5
59927004.0,aspirin,2
60862001.0,aspirin,4
69896004.0,aspirin,6
73211009.0,aspirin,16
709044004.0,aspirin,1
69322001.0,warfarin,1
3723001.0,ibuprofen,8
3723001.0,paracetamol,4
3723001.0,acetaminophen,3
396275006.0,acetaminophen,4
396275006.0,paracetamol,4
chagas disease,vaccines,6
61462000.0,vaccines,101
57182000.0,duloxetine,3
hypertension,insulin,43
13746004.0,quetiapine,9
35489007.0,quetiapine,8
35489007.0,aripiprazole,6
56925008.0,aripiprazole,2
56925008.0,quetiapine,1
62315008.0,quetiapine,1
tuberculoses,vaccines,86
covid-19,vaccines,1424
13746004.0,pregabalin,2
69322001.0,memantine,2
698247007.0,warfarin,20
44054006.0,insulin,227
3723001.0,remicade,6
40733004.0,doxycycline,24
tuberculoses,sildenafil,1
62315008.0,pregabalin,3
62315008.0,lyrica,1
52448006.0,memantine,26
6142004.0,tamiflu,26
6142004.0,oseltamivir,13
195967001.0,doxycycline,2
73211009.0,heparin,3
56925008.0,viagra,44
61462000.0,insulin,7
26929004.0,insulin,19
52448006.0,insulin,22
46635009.0,insulin,22
22298006.0,insulin,12
35489007.0,ritalin,3
396275006.0,ibuprofen,7
73211009.0,ibuprofen,3
32798002.0,vaccines,3
49049000.0,vaccines,3
hiv/aids,doxycycline,1
69322001.0,oxycodone,1
69322001.0,methylphenidate,10
35489007.0,buprenorphine,6
35489007.0,methylphenidate,7
hypertension,warfarin,6
ulcerative colitis,aspirin,1
10743008.0,ibuprofen,1
53741008.0,aspirin,3
56925008.0,aspirin,1
195967001.0,aspirin,38
161712005.0,raloxifene,3
35489007.0,oxycodone,7
hypertension,paracetamol,2
3723001.0,insulin,5
69896004.0,insulin,5
49601007.0,insulin,41
698247007.0,insulin,2
