,,0
44054006.0,atorvastatin,1
73211009.0,atorvastatin,4
covid-19,vaccines,587
44054006.0,insulin,50
73211009.0,insulin,282
24700007.0,insulin,3
69322001.0,oxycodone,1
49601007.0,melatonin,1
73211009.0,melatonin,1
60862001.0,melatonin,1
24700007.0,fingolimod,1
40733004.0,vaccines,148
6142004.0,vaccines,50
40733004.0,insulin,3
6471006.0,suboxone,1
46635009.0,insulin,6
698247007.0,acetaminophen,1
61462000.0,vaccines,16
covid-19,insulin,1
73211009.0,warfarin,1
covid-19,darunavir,1
49601007.0,aspirin,12
22298006.0,aspirin,10
hypertension,aspirin,10
73211009.0,aspirin,7
29384001.0,nexium,1
hepatitis b,vaccines,13
hypertension,metoprolol,2
57182000.0,insulin,1
tuberculoses,vaccines,6
49049000.0,insulin,2
3723001.0,adalimumab,1
3723001.0,infliximab,1
3723001.0,etanercept,2
69896004.0,adalimumab,1
69896004.0,infliximab,1
69896004.0,etanercept,1
24693007.0,nicotine,1
44054006.0,janumet,1
73211009.0,janumet,1
covid-19,rosuvastatin,1
covid-19,atorvastatin,1
56925008.0,rituximab,1
161712005.0,ibuprofen,2
161712005.0,aspirin,1
covid-19,fentanyl,1
233604007.0,vaccines,9
73211009.0,nexium,1
covid-19,doxycycline,2
40733004.0,doxycycline,1
hypertension,nicotine,4
698247007.0,heparin,2
73211009.0,metoprolol,2
3723001.0,paracetamol,1
69896004.0,paracetamol,1
hypertension,valsartan,4
49601007.0,valsartan,1
59927004.0,paracetamol,1
161712005.0,insulin,2
covid-19,imatinib,1
covid-19,heparin,3
covid-19,aspirin,3
hypertension,insulin,15
62315008.0,nicotine,1
6142004.0,oseltamivir,6
698247007.0,warfarin,9
698247007.0,dabigatran,3
396275006.0,ibuprofen,5
34840004.0,ibuprofen,1
49601007.0,insulin,11
covid-19,omalizumab,1
hiv/aids,vaccines,6
35489007.0,nicotine,2
hypertension,sildenafil,4
hypertension,viagra,2
56925008.0,viagra,3
91302008,valsartan,1
709044004.0,insulin,2
menstruation,vaccines,1
21134002.0,insulin,1
195967001.0,aspirin,1
13746004.0,aripiprazole,1
195967001.0,ibuprofen,2
26929004.0,insulin,3
52448006.0,insulin,5
13746004.0,quetiapine,1
35489007.0,quetiapine,2
233604007.0,trastuzumab,1
covid-19,melatonin,2
53741008.0,insulin,1
covid-19,ibuprofen,8
covid-19,oseltamivir,2
396275006.0,aspirin,1
698247007.0,metoprolol,2
tuberculoses,heparin,1
3723001.0,heparin,2
69896004.0,heparin,1
6142004.0,tamiflu,3
49601007.0,nicotine,6
hypertension,atorvastatin,2
24693007.0,atorvastatin,1
26929004.0,memantine,4
52448006.0,memantine,4
91302008,heparin,5
61462000.0,ibuprofen,2
61462000.0,acetaminophen,1
covid-19,paracetamol,1
6142004.0,paracetamol,2
32398004.0,tamiflu,1
32398004.0,oseltamivir,1
40733004.0,tamiflu,2
40733004.0,oseltamivir,1
233604007.0,oseltamivir,3
233604007.0,tamiflu,3
195967001.0,budesonide,4
73211009.0,vaccines,1
covid-19,adderall,1
69322001.0,adderall,1
6142004.0,aspirin,2
44054006.0,sitagliptin,1
73211009.0,sitagliptin,2
62315008.0,nexium,1
195967001.0,fluticasone propionate,3
86044005.0,nicotine,1
39400004.0,duloxetine,1
73211009.0,nicotine,4
covid-19,palivizumab,1
covid-19,telaprevir,1
6471006.0,rosuvastatin,1
195967001.0,insulin,1
21134002.0,bevacizumab,1
73211009.0,triamcinolone,1
73211009.0,ranibizumab,1
73211009.0,bevacizumab,1
74732009.0,vaccines,6
21134002.0,fentanyl,1
396275006.0,fentanyl,1
35489007.0,suboxone,1
74732009.0,melatonin,1
74732009.0,buprenorphine,1
698247007.0,insulin,2
73211009.0,insulin lispro,1
73211009.0,insulin glargine,2
44054006.0,lipitor,1
73211009.0,lipitor,3
29384001.0,lipitor,1
56317004.0,vaccines,1
61462000.0,insulin,2
6142004.0,ibuprofen,1
36971009.0,ibuprofen,1
40733004.0,ibuprofen,3
11381005.0,doxycycline,1
75694006.0,celecoxib,1
91302008,warfarin,3
3723001.0,rituximab,2
69896004.0,rituximab,2
13746004.0,vaccines,1
covid-19,tamiflu,1
52702003.0,vaccines,1
covid-19,nexplanon,1
29384001.0,aspirin,1
40930008.0,levothyroxine,1
233604007.0,doxycycline,2
13746004.0,nicotine,1
56925008.0,sildenafil,3
56925008.0,tadalafil,1
covid-19,ranibizumab,1
24693007.0,vaccines,1
61462000.0,imatinib,1
hypertension,pradaxa,1
44054006.0,pradaxa,1
73211009.0,pradaxa,1
3723001.0,insulin,2
69896004.0,insulin,2
49601007.0,atorvastatin,1
3723001.0,celecoxib,1
hiv/aids,oseltamivir,2
91302008,oseltamivir,2
10743008.0,levothyroxine,1
covid-19,nicotine,2
52448006.0,nicotine,1
709044004.0,nicotine,2
hypertension,acetaminophen,1
hypertension,fenofibrate,1
3723001.0,acetaminophen,1
3723001.0,fenofibrate,1
91302008,metoprolol,1
91302008,acetaminophen,2
44054006.0,acetaminophen,1
44054006.0,fenofibrate,1
69896004.0,acetaminophen,1
69896004.0,fenofibrate,1
73211009.0,acetaminophen,1
73211009.0,fenofibrate,1
35489007.0,vaccines,3
22298006.0,insulin,2
22298006.0,warfarin,2
40733004.0,sildenafil,1
73211009.0,levothyroxine,1
698247007.0,sildenafil,1
35489007.0,buprenorphine,1
hypertension,warfarin,1
covid-19,atazanavir,2
35489007.0,fentanyl,1
698247007.0,aspirin,2
74732009.0,insulin,1
49601007.0,sildenafil,1
49601007.0,viagra,1
62315008.0,ibuprofen,1
91302008,aspirin,2
233604007.0,aspirin,1
hypertension,lipitor,1
hypertension,heparin,2
396275006.0,oxycodone,1
35489007.0,oxycodone,1
91302008,lipitor,1
53741008.0,aspirin,1
hepatitis b,aspirin,1
53741008.0,nicotine,1
21134002.0,aspirin,1
40733004.0,palivizumab,1
22298006.0,doxycycline,1
44054006.0,doxycycline,1
49601007.0,doxycycline,1
73211009.0,doxycycline,1
40733004.0,atazanavir,1
tuberculoses,abatacept,1
3723001.0,ibuprofen,1
covid-19,sitagliptin,1
40733004.0,infliximab,1
40733004.0,etanercept,1
covid-19,valsartan,1
40733004.0,valsartan,1
73211009.0,liraglutide,3
35489007.0,duloxetine,1
195967001.0,symbicort,1
69322001.0,viagra,1
35489007.0,everolimus,1
35489007.0,viagra,1
3723001.0,celebrex,1
195967001.0,warfarin,1
35489007.0,warfarin,1
3723001.0,warfarin,1
69896004.0,warfarin,1
40733004.0,truvada,1
22298006.0,heparin,1
74732009.0,nicotine,1
91302008,neulasta,1
39621005.0,aspirin,1
195967001.0,omalizumab,1
35489007.0,adderall,1
35489007.0,ritalin,1
698247007.0,paracetamol,1
68566005.0,insulin,1
44054006.0,liraglutide,1
200936003.0,insulin,1
22298006.0,nicotine,1
698247007.0,rivaroxaban,1
