,,0
35489007.0,white/caucasian,93
35489007.0,black/african american,117
tuberculoses,black/african american,270
tuberculoses,white/caucasian,200
covid-19,white/caucasian,131
covid-19,black/african american,112
7973008.0,black/african american,2
698247007.0,hispanic/latino,8
21134002.0,black/african american,31
40733004.0,black/african american,67
22298006.0,black/african american,59
69896004.0,white/caucasian,15
69896004.0,black/african american,90
24700007.0,black/african american,102
698247007.0,black/african american,172
59927004.0,hispanic/latino,1
6471006.0,black/african american,80
195967001.0,asian,3
22298006.0,white/caucasian,32
73211009.0,native american/indigenous,2
6471006.0,white/caucasian,49
21134002.0,white/caucasian,35
21134002.0,asian,7
40733004.0,hispanic/latino,10
hepatitis b,black/african american,3
61462000.0,black/african american,13
35489007.0,hispanic/latino,14
40733004.0,pacific islander,1
6142004.0,black/african american,23
74732009.0,white/caucasian,33
40733004.0,white/caucasian,62
86044005.0,white/caucasian,5
52448006.0,white/caucasian,11
52448006.0,hispanic/latino,4
200936003.0,hispanic/latino,9
61462000.0,hispanic/latino,1
63102001.0,hispanic/latino,1
syphilis,native american/indigenous,1
6142004.0,hispanic/latino,3
6471006.0,hispanic/latino,12
69322001.0,native american/indigenous,1
195967001.0,white/caucasian,12
195967001.0,hispanic/latino,6
11381005.0,hispanic/latino,4
hiv/aids,white/caucasian,9
11381005.0,white/caucasian,10
74732009.0,black/african american,30
61462000.0,white/caucasian,14
62315008.0,white/caucasian,12
62315008.0,hispanic/latino,4
21134002.0,hispanic/latino,11
74732009.0,hispanic/latino,13
49049000.0,hispanic/latino,2
73211009.0,hispanic/latino,11
161712005.0,white/caucasian,1
18193002.0,hispanic/latino,1
26929004.0,hispanic/latino,2
11381005.0,black/african american,10
200936003.0,black/african american,14
syphilis,black/african american,2
57182000.0,hispanic/latino,1
69322001.0,hispanic/latino,1
49049000.0,black/african american,12
233604007.0,white/caucasian,9
menstruation,hispanic/latino,2
161712005.0,hispanic/latino,2
32398004.0,white/caucasian,1
26929004.0,white/caucasian,3
396275006.0,hispanic/latino,2
32798002.0,white/caucasian,3
49049000.0,white/caucasian,10
73211009.0,white/caucasian,60
195967001.0,black/african american,15
covid-19,hispanic/latino,9
52448006.0,black/african american,15
6142004.0,white/caucasian,15
24700007.0,white/caucasian,72
hypertension,black/african american,22
73211009.0,black/african american,61
37340000.0,white/caucasian,1
hypertension,white/caucasian,10
63102001.0,white/caucasian,4
63102001.0,black/african american,4
200936003.0,white/caucasian,7
11381005.0,native american/indigenous,1
15188001.0,black/african american,5
8357008.0,black/african american,1
21134002.0,native american/indigenous,3
69322001.0,black/african american,1
62315008.0,black/african american,8
35489007.0,asian,4
6142004.0,asian,2
6471006.0,asian,4
15188001.0,white/caucasian,2
6471006.0,native american/indigenous,1
43116000.0,black/african american,3
60862001.0,white/caucasian,2
10743008.0,black/african american,10
698247007.0,white/caucasian,17
69896004.0,asian,1
24700007.0,hispanic/latino,12
49601007.0,white/caucasian,16
26929004.0,black/african american,6
22298006.0,hispanic/latino,6
22298006.0,asian,3
24700007.0,asian,1
698247007.0,asian,3
23502006.0,white/caucasian,1
tuberculoses,native american/indigenous,5
233604007.0,black/african american,10
161712005.0,black/african american,1
24700007.0,pacific islander,1
hiv/aids,black/african american,7
40733004.0,asian,4
91302008,white/caucasian,2
10743008.0,white/caucasian,5
233604007.0,native american/indigenous,1
49601007.0,asian,2
73211009.0,asian,8
hiv/aids,hispanic/latino,3
233604007.0,hispanic/latino,2
35489007.0,native american/indigenous,1
40733004.0,native american/indigenous,1
26929004.0,asian,2
26929004.0,pacific islander,1
52448006.0,asian,2
52448006.0,pacific islander,1
53741008.0,white/caucasian,3
86044005.0,hispanic/latino,2
61462000.0,asian,2
3723001.0,hispanic/latino,3
76376003.0,asian,1
34486009.0,white/caucasian,1
21134002.0,pacific islander,4
chagas disease,black/african american,1
50829006.0,black/african american,3
62315008.0,asian,1
91302008,black/african american,6
7973008.0,white/caucasian,2
49049000.0,asian,1
3723001.0,white/caucasian,8
3723001.0,asian,1
709044004.0,white/caucasian,4
709044004.0,black/african american,1
709044004.0,hispanic/latino,1
ulcerative colitis,black/african american,1
86044005.0,black/african american,6
hypertension,hispanic/latino,5
hiv/aids,asian,1
22298006.0,native american/indigenous,1
3723001.0,black/african american,3
tuberculoses,asian,5
200936003.0,asian,2
6471006.0,pacific islander,1
49601007.0,black/african american,10
195967001.0,native american/indigenous,1
44054006.0,white/caucasian,2
44054006.0,black/african american,1
44054006.0,asian,2
29384001.0,white/caucasian,1
46635009.0,white/caucasian,1
43116000.0,white/caucasian,2
covid-19,asian,6
hypertension,asian,4
75694006.0,white/caucasian,1
233604007.0,asian,1
hypertension,native american/indigenous,2
syphilis,white/caucasian,1
3545003.0,white/caucasian,2
49601007.0,hispanic/latino,2
57182000.0,black/african american,1
covid-19,native american/indigenous,2
23502006.0,black/african american,2
59927004.0,black/african american,1
46635009.0,black/african american,1
74732009.0,asian,1
tuberculoses,hispanic/latino,3
hepatitis b,white/caucasian,1
hepatitis b,hispanic/latino,1
54150009.0,hispanic/latino,1
53741008.0,black/african american,1
59927004.0,white/caucasian,3
396275006.0,white/caucasian,1
396275006.0,black/african american,1
60862001.0,black/african american,1
50829006.0,white/caucasian,1
26929004.0,native american/indigenous,1
52448006.0,native american/indigenous,1
74732009.0,pacific islander,1
hypertension,pacific islander,1
32398004.0,black/african american,1
68566005.0,white/caucasian,1
68566005.0,black/african american,1
39621005.0,black/african american,1
86044005.0,asian,1
ulcerative colitis,hispanic/latino,1
69896004.0,hispanic/latino,1
