,,0
covid-19,vaccines,2172
40733004.0,doxycycline,148
covid-19,lidocaine,6
18718003.0,lidocaine,3
40733004.0,lidocaine,56
54150009.0,lidocaine,3
10743008.0,aspirin,7
10743008.0,vaccines,7
26929004.0,aspirin,25
26929004.0,vaccines,59
35489007.0,aspirin,75
35489007.0,vaccines,80
52448006.0,aspirin,39
52448006.0,vaccines,68
195967001.0,aspirin,76
195967001.0,vaccines,79
74732009.0,pregabalin,3
hepatitis b,vaccines,222
24700007.0,vaccines,54
40733004.0,vaccines,1137
73211009.0,insulin,1571
49601007.0,nicotine,67
61462000.0,nicotine,9
74732009.0,nicotine,59
3723001.0,ibuprofen,49
3723001.0,aspirin,65
3723001.0,paracetamol,32
6471006.0,ibuprofen,5
6471006.0,aspirin,51
13746004.0,aspirin,10
13746004.0,ibuprofen,6
13746004.0,warfarin,5
396275006.0,aspirin,19
22298006.0,ibuprofen,24
22298006.0,aspirin,123
22298006.0,paracetamol,14
22298006.0,warfarin,45
29384001.0,ibuprofen,9
29384001.0,aspirin,13
29384001.0,warfarin,6
35489007.0,ibuprofen,38
35489007.0,warfarin,28
40733004.0,aspirin,136
40733004.0,paracetamol,75
40733004.0,ibuprofen,87
49601007.0,ibuprofen,18
49601007.0,aspirin,112
49601007.0,paracetamol,16
49601007.0,warfarin,41
53741008.0,aspirin,28
59927004.0,aspirin,26
60862001.0,aspirin,15
62315008.0,ibuprofen,32
62315008.0,aspirin,54
69896004.0,ibuprofen,26
69896004.0,aspirin,37
69896004.0,paracetamol,18
73211009.0,aspirin,107
73211009.0,ibuprofen,35
73211009.0,warfarin,48
709044004.0,aspirin,16
195967001.0,ibuprofen,30
195967001.0,warfarin,11
40733004.0,warfarin,55
69322001.0,warfarin,5
22298006.0,insulin,107
ulcerative colitis,ibuprofen,7
ulcerative colitis,acetaminophen,4
ulcerative colitis,paracetamol,5
3723001.0,acetaminophen,29
40930008.0,ibuprofen,1
40930008.0,acetaminophen,1
40930008.0,paracetamol,1
21134002.0,ibuprofen,12
21134002.0,acetaminophen,12
21134002.0,paracetamol,12
396275006.0,ibuprofen,22
396275006.0,acetaminophen,15
396275006.0,paracetamol,15
23502006.0,ibuprofen,4
23502006.0,acetaminophen,4
23502006.0,paracetamol,4
24693007.0,ibuprofen,6
24693007.0,acetaminophen,8
24693007.0,paracetamol,8
69896004.0,acetaminophen,19
200936003.0,ibuprofen,11
200936003.0,acetaminophen,6
200936003.0,paracetamol,7
tuberculoses,doxycycline,10
74732009.0,aspirin,11
62315008.0,warfarin,46
tuberculoses,vaccines,327
tuberculoses,oseltamivir,3
syphilis,vaccines,48
hepatitis b,oseltamivir,8
chagas disease,vaccines,21
40733004.0,oseltamivir,41
61462000.0,vaccines,306
52448006.0,fentanyl,13
35489007.0,insulin,191
35489007.0,oxycodone,47
35489007.0,buprenorphine,46
57182000.0,pregabalin,8
57182000.0,duloxetine,4
35489007.0,nicotine,126
62315008.0,nicotine,25
3723001.0,duloxetine,3
6471006.0,aripiprazole,9
6471006.0,quetiapine,20
6471006.0,abilify,2
24693007.0,duloxetine,10
32798002.0,aripiprazole,24
32798002.0,quetiapine,27
32798002.0,abilify,4
35489007.0,duloxetine,31
35489007.0,aripiprazole,50
35489007.0,quetiapine,41
35489007.0,abilify,12
49049000.0,aripiprazole,17
49049000.0,quetiapine,19
49049000.0,abilify,6
69896004.0,duloxetine,3
26929004.0,herceptin,2
49049000.0,herceptin,3
52448006.0,herceptin,2
hypertension,adderall,5
13746004.0,adderall,7
35489007.0,lisdexamfetamine,16
35489007.0,adderall,22
49601007.0,adderall,6
56925008.0,adderall,5
62315008.0,adderall,4
69322001.0,lisdexamfetamine,5
69322001.0,adderall,9
hypertension,insulin,237
49601007.0,metoprolol,10
6142004.0,duloxetine,4
35489007.0,pregabalin,27
35489007.0,lyrica,11
35489007.0,metoprolol,12
56925008.0,duloxetine,12
13746004.0,aripiprazole,31
13746004.0,quetiapine,34
13746004.0,abilify,3
21134002.0,aripiprazole,5
21134002.0,quetiapine,2
44054006.0,aripiprazole,5
44054006.0,quetiapine,4
49601007.0,quetiapine,4
52448006.0,aripiprazole,23
52448006.0,quetiapine,22
56925008.0,aripiprazole,14
56925008.0,quetiapine,11
62315008.0,aripiprazole,8
62315008.0,quetiapine,8
69322001.0,aripiprazole,32
69322001.0,quetiapine,32
69322001.0,abilify,3
73211009.0,quetiapine,17
73211009.0,aripiprazole,18
74732009.0,aripiprazole,9
74732009.0,quetiapine,16
endocarditis,doxycycline,9
11381005.0,doxycycline,19
40733004.0,dabigatran,6
233604007.0,doxycycline,23
3723001.0,insulin,82
91302008,vaccines,47
73211009.0,vaccines,174
57182000.0,lidocaine,10
6142004.0,vaccines,358
13746004.0,melatonin,19
13746004.0,pregabalin,6
21134002.0,pregabalin,2
35489007.0,melatonin,89
40733004.0,pregabalin,13
49601007.0,pregabalin,5
73211009.0,pregabalin,10
35489007.0,memantine,28
69322001.0,memantine,5
74732009.0,memantine,5
hypertension,aspirin,120
hypertension,warfarin,50
698247007.0,aspirin,37
698247007.0,warfarin,48
44054006.0,insulin,495
49601007.0,insulin,261
menstruation,insulin,21
24693007.0,insulin,12
43116000.0,insulin,12
3723001.0,remicade,16
49601007.0,remicade,3
3716002.0,insulin,6
49601007.0,vaccines,99
195967001.0,methylphenidate,4
195967001.0,paracetamol,24
57182000.0,vaccines,5
syphilis,doxycycline,9
syphilis,trastuzumab,1
35489007.0,filgrastim,1
40733004.0,capecitabine,6
40733004.0,filgrastim,11
91302008,filgrastim,3
61599003.0,capecitabine,1
61599003.0,filgrastim,1
tuberculoses,sildenafil,2
tuberculoses,viagra,3
73211009.0,sildenafil,13
73211009.0,viagra,16
6471006.0,vaccines,72
62315008.0,vaccines,167
62315008.0,doxycycline,34
22298006.0,fentanyl,21
35489007.0,fentanyl,126
698247007.0,fentanyl,8
6471006.0,acetaminophen,20
6471006.0,oxycodone,27
6471006.0,methylphenidate,8
6471006.0,fentanyl,28
6471006.0,oxycontin,11
6471006.0,vyvanse,2
6471006.0,lisdexamfetamine,2
6471006.0,adderall,14
6471006.0,ritalin,13
62315008.0,pregabalin,7
62315008.0,eszopiclone,2
62315008.0,lyrica,4
62315008.0,lunesta,1
tuberculoses,nicotine,24
6142004.0,nicotine,12
21134002.0,nicotine,18
44054006.0,nicotine,12
73211009.0,nicotine,56
11381005.0,insulin,27
62315008.0,insulin,102
62315008.0,lidocaine,20
21134002.0,memantine,2
40733004.0,memantine,5
52448006.0,memantine,42
6471006.0,duloxetine,7
52448006.0,duloxetine,11
6142004.0,tamiflu,55
6142004.0,oseltamivir,51
35489007.0,acetaminophen,42
35489007.0,paracetamol,54
59927004.0,acetaminophen,36
59927004.0,paracetamol,31
62315008.0,acetaminophen,32
62315008.0,paracetamol,32
21134002.0,insulin,51
hypertension,ritalin,7
40733004.0,sildenafil,13
161712005.0,sildenafil,2
76376003.0,sildenafil,1
129103003.0,sildenafil,2
26929004.0,insulin,112
40733004.0,insulin,218
