,,0
6471006.0,black/african american,8720
35489007.0,white/caucasian,10500
35489007.0,black/african american,8367
tuberculoses,white/caucasian,2260
tuberculoses,black/african american,1795
covid-19,black/african american,8684
6471006.0,white/caucasian,8441
6471006.0,hispanic/latino,1292
covid-19,white/caucasian,11895
195967001.0,native american/indigenous,135
6142004.0,white/caucasian,1040
6142004.0,black/african american,746
21134002.0,white/caucasian,2804
21134002.0,hispanic/latino,494
74732009.0,white/caucasian,3371
74732009.0,hispanic/latino,815
61462000.0,black/african american,1612
hiv/aids,white/caucasian,291
hiv/aids,black/african american,354
hiv/aids,native american/indigenous,51
61462000.0,white/caucasian,1535
61462000.0,native american/indigenous,458
62315008.0,white/caucasian,994
62315008.0,black/african american,502
62315008.0,native american/indigenous,166
tuberculoses,native american/indigenous,562
73211009.0,white/caucasian,1885
73211009.0,asian,326
40733004.0,white/caucasian,3979
18718003.0,white/caucasian,46
54150009.0,white/caucasian,45
75694006.0,white/caucasian,138
39621005.0,white/caucasian,67
39621005.0,black/african american,44
15188001.0,hispanic/latino,56
73211009.0,black/african american,1504
698247007.0,white/caucasian,260
698247007.0,black/african american,146
195967001.0,white/caucasian,798
26929004.0,black/african american,874
52448006.0,black/african american,1361
10743008.0,white/caucasian,129
26929004.0,white/caucasian,981
52448006.0,white/caucasian,1552
22298006.0,black/african american,3986
hepatitis b,white/caucasian,182
ulcerative colitis,white/caucasian,83
24700007.0,white/caucasian,499
91302008,white/caucasian,370
57182000.0,white/caucasian,144
tuberculoses,hispanic/latino,466
32798002.0,white/caucasian,638
49049000.0,white/caucasian,1522
49049000.0,black/african american,1076
6471006.0,asian,898
endocarditis,white/caucasian,88
49601007.0,black/african american,985
35489007.0,hispanic/latino,1898
195967001.0,black/african american,604
syphilis,white/caucasian,479
syphilis,black/african american,396
32398004.0,black/african american,165
15188001.0,white/caucasian,313
15188001.0,native american/indigenous,68
15188001.0,black/african american,203
35489007.0,asian,1122
35489007.0,native american/indigenous,1719
35489007.0,pacific islander,427
21134002.0,black/african american,2030
40733004.0,hispanic/latino,690
22298006.0,white/caucasian,4020
49601007.0,white/caucasian,1369
396275006.0,white/caucasian,104
40733004.0,asian,566
69322001.0,asian,27
61462000.0,hispanic/latino,314
22298006.0,native american/indigenous,386
200936003.0,white/caucasian,714
200936003.0,black/african american,588
73211009.0,hispanic/latino,424
3723001.0,black/african american,386
3723001.0,native american/indigenous,97
21134002.0,native american/indigenous,526
396275006.0,black/african american,50
396275006.0,native american/indigenous,9
69896004.0,black/african american,197
69896004.0,native american/indigenous,13
13746004.0,asian,34
40733004.0,black/african american,2863
40733004.0,native american/indigenous,422
74732009.0,native american/indigenous,767
covid-19,hispanic/latino,1949
chagas disease,black/african american,56
syphilis,hispanic/latino,131
49601007.0,hispanic/latino,228
covid-19,asian,2952
covid-19,native american/indigenous,1378
covid-19,pacific islander,259
syphilis,asian,38
syphilis,native american/indigenous,99
syphilis,pacific islander,11
hypertension,white/caucasian,798
hypertension,black/african american,582
hypertension,hispanic/latino,158
hypertension,asian,123
hypertension,native american/indigenous,107
hypertension,pacific islander,21
6471006.0,native american/indigenous,997
26929004.0,hispanic/latino,195
26929004.0,asian,105
26929004.0,native american/indigenous,118
26929004.0,pacific islander,26
52448006.0,hispanic/latino,277
52448006.0,asian,179
52448006.0,native american/indigenous,168
52448006.0,pacific islander,39
73211009.0,native american/indigenous,409
73211009.0,pacific islander,61
74732009.0,black/african american,3069
74732009.0,asian,614
74732009.0,pacific islander,75
233604007.0,white/caucasian,2053
233604007.0,hispanic/latino,327
chagas disease,white/caucasian,32
3723001.0,white/caucasian,685
24693007.0,white/caucasian,42
69896004.0,white/caucasian,297
233604007.0,asian,179
8357008.0,white/caucasian,5
8357008.0,black/african american,3
22298006.0,asian,404
49601007.0,asian,198
53741008.0,asian,22
13746004.0,white/caucasian,279
13746004.0,black/african american,303
32798002.0,black/african american,502
44054006.0,black/african american,153
56925008.0,white/caucasian,132
56925008.0,black/african american,60
69322001.0,white/caucasian,308
69322001.0,black/african american,280
75694006.0,black/african american,77
menstruation,native american/indigenous,54
61462000.0,asian,192
62315008.0,asian,93
tuberculoses,pacific islander,74
69322001.0,pacific islander,5
menstruation,white/caucasian,213
34840004.0,white/caucasian,122
233604007.0,black/african american,1852
161712005.0,white/caucasian,202
11381005.0,white/caucasian,156
11381005.0,black/african american,116
21134002.0,asian,538
396275006.0,asian,12
44054006.0,white/caucasian,275
44054006.0,asian,46
53741008.0,white/caucasian,107
200936003.0,hispanic/latino,216
62315008.0,hispanic/latino,157
22298006.0,hispanic/latino,592
53741008.0,hispanic/latino,23
709044004.0,asian,15
129103003.0,asian,8
698247007.0,asian,36
60862001.0,white/caucasian,89
49049000.0,hispanic/latino,191
200936003.0,asian,109
57182000.0,black/african american,85
59927004.0,black/african american,366
68566005.0,white/caucasian,65
chagas disease,hispanic/latino,29
61599003.0,white/caucasian,24
40733004.0,pacific islander,84
61462000.0,pacific islander,72
709044004.0,white/caucasian,88
37340000.0,black/african american,65
37340000.0,native american/indigenous,8
86044005.0,white/caucasian,150
86044005.0,black/african american,141
698247007.0,native american/indigenous,12
23502006.0,black/african american,77
32798002.0,asian,66
49049000.0,asian,124
63102001.0,white/caucasian,68
hepatitis b,black/african american,111
32798002.0,hispanic/latino,108
6142004.0,native american/indigenous,161
56317004.0,white/caucasian,110
60862001.0,black/african american,50
69322001.0,native american/indigenous,30
22298006.0,pacific islander,120
tuberculoses,asian,215
76376003.0,white/caucasian,5
129103003.0,white/caucasian,55
32398004.0,white/caucasian,260
23502006.0,white/caucasian,133
23502006.0,hispanic/latino,18
59927004.0,hispanic/latino,69
24700007.0,asian,49
24700007.0,black/african american,299
161712005.0,hispanic/latino,45
34840004.0,black/african american,75
161712005.0,native american/indigenous,28
6142004.0,hispanic/latino,175
3716002.0,hispanic/latino,6
40930008.0,hispanic/latino,4
14669001.0,white/caucasian,18
menstruation,black/african american,173
161712005.0,black/african american,131
29384001.0,black/african american,41
195967001.0,hispanic/latino,173
6142004.0,asian,238
3716002.0,white/caucasian,31
3716002.0,asian,5
34486009.0,asian,9
34486009.0,white/caucasian,36
menstruation,hispanic/latino,55
59927004.0,white/caucasian,441
56925008.0,hispanic/latino,20
52702003.0,white/caucasian,52
40930008.0,white/caucasian,15
3723001.0,asian,75
39621005.0,hispanic/latino,12
233604007.0,native american/indigenous,318
